GEOID,gross_sq_ft,amenity_category,NAME,population_total,white/non_hispanic,gini_index,median_income,poverty_denominator,poverty_count,transit_commuters,state,county,tract,year,%_white_nonhisp,poverty_rate,gross_sq_ft_std,gini_index_std,white/non_hispanic_std,poverty_count_std,transit_commuters_std,population_total_std,index_score
06075025401,5800.0,Public Services,"Census Tract 254.01, San Francisco County, California",4005.0,2006.0,0.4166,169712.0,4005.0,154.0,588.0,06,075,025401,2020,0.5008739076154807,0.03845193508114857,-0.48900640249566385,0.9739206106077711,0.5603852623466452,0.8969760018945016,-0.3843051099521536,-0.0004991665839322639,0.0705471604795789
06075025401,8777.0,Public Services,"Census Tract 254.01, San Francisco County, California",4005.0,2006.0,0.4166,169712.0,4005.0,154.0,588.0,06,075,025401,2020,0.5008739076154807,0.03845193508114857,-0.4536114626406882,0.9739206106077711,0.5603852623466452,0.8969760018945016,-0.3843051099521536,-0.0004991665839322639,0.08116564243607158
06075025401,500.0,Recreational,"Census Tract 254.01, San Francisco County, California",4005.0,2006.0,0.4166,169712.0,4005.0,154.0,588.0,06,075,025401,2020,0.5008739076154807,0.03845193508114857,-0.22115249742031956,1.1496795347507145,0.6083344792837087,0.7345719094015798,-0.052170438285665977,0.2540241287343507,0.27706420835316686
06075012204,10408.0,Recreational,"Census Tract 122.04, San Francisco County, California",2639.0,1287.0,0.5213,56386.0,2639.0,301.0,478.0,06,075,012204,2020,0.4876847290640394,0.11405835543766578,0.11053644841723755,-0.5649501226887561,-0.1857908936744008,0.09098437084506443,-0.34435637399833424,-0.6584498589531637,-0.2582444272774319
06075011102,50400.0,Public Services,"Census Tract 111.02, San Francisco County, California",2141.0,921.0,0.4393,95441.0,2130.0,316.0,392.0,06,075,011102,2020,0.4301728164409155,0.14835680751173708,0.04126377470685965,0.5820965082385962,-0.7027959392101295,0.28874934891146997,-0.9291291137015287,-1.286530333472847,-0.38796374853789733
06075011102,26100.0,Public Services,"Census Tract 111.02, San Francisco County, California",2141.0,921.0,0.4393,95441.0,2130.0,316.0,392.0,06,075,011102,2020,0.4301728164409155,0.14835680751173708,-0.24765024560751975,0.5820965082385962,-0.7027959392101295,0.28874934891146997,-0.9291291137015287,-1.286530333472847,-0.47463795463221115
06075020402,5344.0,Infrastructure,"Census Tract 204.02, San Francisco County, California",4498.0,2769.0,0.4218,134219.0,4498.0,224.0,769.0,06,075,020402,2020,0.615606936416185,0.04979991107158737,-0.367539742534114,0.855806012830458,1.923856736565587,0.4615779851097362,0.4290784899038098,0.7405131869987839,0.5422307997899876
06075020402,23300.0,Public Services,"Census Tract 204.02, San Francisco County, California",4498.0,2769.0,0.4218,134219.0,4498.0,224.0,769.0,06,075,020402,2020,0.615606936416185,0.04979991107158737,-0.2809407500058844,0.8841635475099868,1.4486868815059255,0.6341620160376361,0.1188231792245652,0.33963675899344703,0.3831042688348775
06075020402,18070.0,Public Services,"Census Tract 204.02, San Francisco County, California",4498.0,2769.0,0.4218,134219.0,4498.0,224.0,769.0,06,075,020402,2020,0.615606936416185,0.04979991107158737,-0.34312265643568707,0.8841635475099868,1.4486868815059255,0.6341620160376361,0.1188231792245652,0.33963675899344703,0.36444969690593676
06075025701,296.0,Recreational,"Census Tract 257.01, San Francisco County, California",5427.0,462.0,0.4284,107055.0,5345.0,517.0,939.0,06,075,025701,2020,0.08512990602542841,0.09672591206735266,-0.22798178132735042,0.9564356956123599,-1.0969917736332886,-0.8546952776461418,0.8801683202156664,1.2039055419786007,0.24059364644441855
