NAME,population_total,white/non_hispanic,gini_index,median_income,poverty_denominator,poverty_count,transit_commuters,state,county,tract,GEOID,year,%_white_nonhisp,poverty_rate
"Census Tract 251, San Francisco County, California",3573.0,1812.0,0.4716,153021.0,3573.0,345.0,597.0,06,075,025100,06075025100,2018,0.5071368597816961,0.09655751469353484
"Census Tract 170, San Francisco County, California",4268.0,3041.0,0.4391,185435.0,4268.0,166.0,1365.0,06,075,017000,06075017000,2018,0.7125117150890347,0.03889409559512652
"Census Tract 180, San Francisco County, California",3091.0,1395.0,0.4157,148698.0,2854.0,592.0,516.0,06,075,018000,06075018000,2018,0.4513102555807182,0.20742817098808689
"Census Tract 215, San Francisco County, California",5435.0,3418.0,0.4492,146638.0,5435.0,380.0,1489.0,06,075,021500,06075021500,2018,0.6288868445262189,0.06991720331186753
"Census Tract 228.03, San Francisco County, California",5117.0,1775.0,0.4199,123000.0,5089.0,357.0,1232.0,06,075,022803,06075022803,2018,0.3468829392222005,0.07015130674002751
"Census Tract 615, San Francisco County, California",14758.0,6822.0,0.4564,189329.0,14598.0,961.0,1839.0,06,075,061500,06075061500,2018,0.4622577585038623,0.06583093574462255
"Census Tract 156, San Francisco County, California",3432.0,1585.0,0.5291,95000.0,3432.0,504.0,482.0,06,075,015600,06075015600,2018,0.4618298368298368,0.14685314685314685
"Census Tract 102, San Francisco County, California",4299.0,3364.0,0.5138,134176.0,4299.0,226.0,888.0,06,075,010200,06075010200,2018,0.7825075598976506,0.052570365201209585
"Census Tract 108, San Francisco County, California",4860.0,2209.0,0.4862,102243.0,4860.0,657.0,619.0,06,075,010800,06075010800,2018,0.45452674897119344,0.13518518518518519
"Census Tract 331, San Francisco County, California",3861.0,1433.0,0.4543,114783.0,3782.0,234.0,301.0,06,075,033100,06075033100,2018,0.3711473711473712,0.06187202538339503
"Census Tract 402, San Francisco County, California",5541.0,3174.0,0.5164,105507.0,5541.0,303.0,990.0,06,075,040200,06075040200,2018,0.5728207904710341,0.05468327016783974
"Census Tract 260.04, San Francisco County, California",5011.0,579.0,0.4244,95655.0,4996.0,671.0,827.0,06,075,026004,06075026004,2018,0.11554579924166833,0.13430744595676541
"Census Tract 301.01, San Francisco County, California",5045.0,2940.0,0.4181,122264.0,4901.0,644.0,1192.0,06,075,030101,06075030101,2018,0.5827552031714569,0.13140175474392982
"Census Tract 330, San Francisco County, California",8425.0,2843.0,0.4329,100907.0,8365.0,425.0,1551.0,06,075,033000,06075033000,2018,0.3374480712166172,0.05080693365212194
"Census Tract 254.03, San Francisco County, California",5050.0,1321.0,0.4937,109118.0,5009.0,330.0,655.0,06,075,025403,06075025403,2018,0.2615841584158416,0.0658814134557796
"Census Tract 264.01, San Francisco County, California",3548.0,132.0,0.4166,75156.0,3535.0,371.0,483.0,06,075,026401,06075026401,2018,0.03720405862457723,0.10495049504950495
"Census Tract 302.02, San Francisco County, California",4487.0,2301.0,0.428,123139.0,4487.0,578.0,1213.0,06,075,030202,06075030202,2018,0.512814798306218,0.12881658123467796
"Census Tract 353, San Francisco County, California",7309.0,2202.0,0.4361,93375.0,7309.0,339.0,1004.0,06,075,035300,06075035300,2018,0.3012724038856205,0.0463811738951977
"Census Tract 476, San Francisco County, California",5605.0,2208.0,0.4585,103676.0,5605.0,307.0,943.0,06,075,047600,06075047600,2018,0.3939339875111508,0.05477252453166815
"Census Tract 106, San Francisco County, California",3356.0,1249.0,0.5787,40380.0,3356.0,681.0,491.0,06,075,010600,06075010600,2018,0.3721692491060787,0.2029201430274136
"Census Tract 610, San Francisco County, California",4851.0,628.0,0.4163,93287.0,4851.0,386.0,562.0,06,075,061000,06075061000,2018,0.12945784374355804,0.07957122242836528
"Census Tract 203, San Francisco County, California",3413.0,2149.0,0.4508,140000.0,3405.0,279.0,1468.0,06,075,020300,06075020300,2018,0.6296513331380018,0.08193832599118943
"Census Tract 207, San Francisco County, California",5075.0,2997.0,0.4632,167422.0,5075.0,308.0,1509.0,06,075,020700,06075020700,2018,0.5905418719211822,0.060689655172413794
"Census Tract 208, San Francisco County, California",6399.0,2437.0,0.5027,103134.0,6399.0,618.0,1896.0,06,075,020800,06075020800,2018,0.38084075636818254,0.09657759024847633
"Census Tract 211, San Francisco County, California",4199.0,2972.0,0.4184,180656.0,4199.0,171.0,845.0,06,075,021100,06075021100,2018,0.7077875684686831,0.04072398190045249
"Census Tract 212, San Francisco County, California",3095.0,2170.0,0.4648,176845.0,3084.0,74.0,600.0,06,075,021200,06075021200,2018,0.7011308562197092,0.023994811932555125
"Census Tract 213, San Francisco County, California",2650.0,1899.0,0.5098,158276.0,2650.0,105.0,535.0,06,075,021300,06075021300,2018,0.7166037735849057,0.03962264150943396
"Census Tract 107, San Francisco County, California",5522.0,730.0,0.5669,25502.0,5522.0,1094.0,967.0,06,075,010700,06075010700,2018,0.13219847881202462,0.19811662441144512
"Census Tract 162, San Francisco County, California",3358.0,2025.0,0.4646,106313.0,3358.0,291.0,1240.0,06,075,016200,06075016200,2018,0.6030375223347231,0.08665872543180464
"Census Tract 169, San Francisco County, California",3191.0,2051.0,0.4684,115946.0,3167.0,268.0,1110.0,06,075,016900,06075016900,2018,0.6427452209338765,0.08462267129775813
"Census Tract 252, San Francisco County, California",5407.0,3305.0,0.4455,139444.0,5407.0,238.0,745.0,06,075,025200,06075025200,2018,0.6112446828185685,0.04401701498058073
"Census Tract 101, San Francisco County, California",3850.0,1865.0,0.5138,67377.0,3850.0,667.0,409.0,06,075,010100,06075010100,2018,0.4844155844155844,0.17324675324675326
"Census Tract 112, San Francisco County, California",3459.0,1973.0,0.5034,113214.0,3459.0,342.0,588.0,06,075,011200,06075011200,2018,0.5703960682278115,0.09887250650477017
"Census Tract 134, San Francisco County, California",3880.0,2730.0,0.5055,170729.0,3836.0,155.0,705.0,06,075,013400,06075013400,2018,0.7036082474226805,0.04040667361835245
"Census Tract 151, San Francisco County, California",2600.0,1377.0,0.4285,99706.0,2572.0,158.0,599.0,06,075,015100,06075015100,2018,0.5296153846153846,0.061430793157076204
"Census Tract 217, San Francisco County, California",4309.0,2277.0,0.4577,150455.0,4309.0,231.0,770.0,06,075,021700,06075021700,2018,0.5284288698073799,0.05360872592248782
"Census Tract 228.02, San Francisco County, California",2329.0,828.0,0.469,102750.0,1911.0,210.0,539.0,06,075,022802,06075022802,2018,0.3555173894375268,0.10989010989010989
"Census Tract 229.01, San Francisco County, California",5174.0,1782.0,0.4909,91464.0,5174.0,820.0,1692.0,06,075,022901,06075022901,2018,0.344414379590259,0.15848473134905297
"Census Tract 229.02, San Francisco County, California",2605.0,931.0,0.4363,133239.0,2598.0,339.0,451.0,06,075,022902,06075022902,2018,0.35738963531669865,0.13048498845265588
"Census Tract 229.03, San Francisco County, California",3561.0,1060.0,0.4349,128750.0,3487.0,198.0,755.0,06,075,022903,06075022903,2018,0.2976691940466161,0.056782334384858045
"Census Tract 230.03, San Francisco County, California",3830.0,450.0,0.3919,77365.0,3793.0,256.0,355.0,06,075,023003,06075023003,2018,0.1174934725848564,0.06749274980226734
"Census Tract 264.03, San Francisco County, California",3962.0,270.0,0.4036,75455.0,3892.0,345.0,808.0,06,075,026403,06075026403,2018,0.06814740030287733,0.08864337101747173
"Census Tract 302.01, San Francisco County, California",4542.0,2330.0,0.3649,111000.0,4505.0,311.0,1031.0,06,075,030201,06075030201,2018,0.5129898723029502,0.06903440621531631
"Census Tract 303.02, San Francisco County, California",4315.0,1398.0,0.4823,138125.0,4315.0,230.0,673.0,06,075,030302,06075030302,2018,0.32398609501738124,0.05330243337195829
"Census Tract 304, San Francisco County, California",5641.0,2637.0,0.4924,160733.0,5629.0,211.0,883.0,06,075,030400,06075030400,2018,0.4674703066832122,0.03748445549831231
"Census Tract 103, San Francisco County, California",4229.0,2531.0,0.4522,138630.0,4229.0,347.0,880.0,06,075,010300,06075010300,2018,0.598486639867581,0.08205249467959329
"Census Tract 110, San Francisco County, California",4792.0,2491.0,0.4729,121299.0,4792.0,335.0,1443.0,06,075,011000,06075011000,2018,0.5198247078464107,0.06990818030050083
"Census Tract 154, San Francisco County, California",5970.0,3603.0,0.4744,125651.0,5962.0,387.0,1414.0,06,075,015400,06075015400,2018,0.6035175879396985,0.06491110365649111
"Census Tract 104, San Francisco County, California",4430.0,2700.0,0.5395,111105.0,4430.0,368.0,517.0,06,075,010400,06075010400,2018,0.6094808126410836,0.08306997742663656
"Census Tract 255, San Francisco County, California",9754.0,2164.0,0.4539,114015.0,9744.0,736.0,1612.0,06,075,025500,06075025500,2018,0.22185769940537214,0.0755336617405583
"Census Tract 256, San Francisco County, California",5403.0,686.0,0.4827,85288.0,5377.0,423.0,625.0,06,075,025600,06075025600,2018,0.12696650009254118,0.0786684024549005
"Census Tract 258, San Francisco County, California",2020.0,303.0,0.4513,91250.0,2020.0,195.0,302.0,06,075,025800,06075025800,2018,0.15,0.09653465346534654
"Census Tract 260.01, San Francisco County, California",6018.0,635.0,0.458,74883.0,6018.0,687.0,979.0,06,075,026001,06075026001,2018,0.10551678298438019,0.11415752741774676
"Census Tract 451, San Francisco County, California",5330.0,2636.0,0.4739,116429.0,5287.0,402.0,1242.0,06,075,045100,06075045100,2018,0.4945590994371482,0.076035558918101
"Census Tract 452, San Francisco County, California",6913.0,3005.0,0.5092,98864.0,6900.0,558.0,1417.0,06,075,045200,06075045200,2018,0.43468826847967595,0.0808695652173913
"Census Tract 261, San Francisco County, California",7516.0,553.0,0.3866,89917.0,7482.0,382.0,1540.0,06,075,026100,06075026100,2018,0.07357637040979244,0.051055867415129644
"Census Tract 313.02, San Francisco County, California",6198.0,684.0,0.4259,77260.0,6167.0,846.0,1289.0,06,075,031302,06075031302,2018,0.11035818005808325,0.13718177395816442
"Census Tract 326.01, San Francisco County, California",5404.0,1514.0,0.3796,116128.0,5404.0,525.0,1157.0,06,075,032601,06075032601,2018,0.2801628423390081,0.09715025906735751
"Census Tract 326.02, San Francisco County, California",4891.0,1503.0,0.4161,96932.0,4891.0,397.0,888.0,06,075,032602,06075032602,2018,0.30729912083418526,0.08116949499079942
"Census Tract 328.01, San Francisco County, California",4396.0,1040.0,0.4422,114290.0,4258.0,184.0,908.0,06,075,032801,06075032801,2018,0.23657870791628755,0.04321277595115078
"Census Tract 166, San Francisco County, California",5583.0,4161.0,0.406,143594.0,5583.0,537.0,1907.0,06,075,016600,06075016600,2018,0.7452982267598065,0.09618484685652874
"Census Tract 179.02, San Francisco County, California",3064.0,824.0,0.4507,59063.0,2977.0,1454.0,665.0,06,075,017902,06075017902,2018,0.2689295039164491,0.4884111521666107
"Census Tract 214, San Francisco County, California",3783.0,2639.0,0.4804,165132.0,3783.0,168.0,971.0,06,075,021400,06075021400,2018,0.697594501718213,0.04440919904837431
"Census Tract 233, San Francisco County, California",3456.0,247.0,0.5291,58125.0,3443.0,800.0,546.0,06,075,023300,06075023300,2018,0.07146990740740741,0.23235550392099913
"Census Tract 253, San Francisco County, California",4819.0,2628.0,0.4288,144583.0,4741.0,280.0,1207.0,06,075,025300,06075025300,2018,0.5453413571280349,0.05905927019616115
"Census Tract 254.01, San Francisco County, California",3725.0,1909.0,0.4488,122232.0,3725.0,198.0,759.0,06,075,025401,06075025401,2018,0.51248322147651,0.05315436241610738
"Census Tract 263.01, San Francisco County, California",5246.0,675.0,0.4529,70345.0,5235.0,608.0,942.0,06,075,026301,06075026301,2018,0.1286694624475791,0.11614135625596944
"Census Tract 263.02, San Francisco County, California",5269.0,715.0,0.4146,84457.0,5212.0,438.0,753.0,06,075,026302,06075026302,2018,0.13569937369519833,0.08403683806600154
"Census Tract 263.03, San Francisco County, California",5216.0,628.0,0.3766,92992.0,5153.0,452.0,1378.0,06,075,026303,06075026303,2018,0.12039877300613497,0.08771589365418203
"Census Tract 305, San Francisco County, California",3344.0,1385.0,0.4577,143558.0,2599.0,184.0,376.0,06,075,030500,06075030500,2018,0.41417464114832536,0.07079646017699115
"Census Tract 311, San Francisco County, California",6899.0,3029.0,0.4382,127011.0,6899.0,317.0,1426.0,06,075,031100,06075031100,2018,0.43904913755616753,0.04594868821568343
"Census Tract 328.02, San Francisco County, California",4355.0,1117.0,0.3995,103861.0,4355.0,444.0,830.0,06,075,032802,06075032802,2018,0.2564867967853042,0.10195177956371987
"Census Tract 329.01, San Francisco County, California",5765.0,1312.0,0.4532,112500.0,5709.0,200.0,876.0,06,075,032901,06075032901,2018,0.22758022549869905,0.03503240497460151
"Census Tract 329.02, San Francisco County, California",4211.0,1047.0,0.5022,94545.0,4142.0,632.0,546.0,06,075,032902,06075032902,2018,0.24863452861553076,0.15258329309512314
"Census Tract 332.03, San Francisco County, California",3797.0,1630.0,0.4887,47188.0,3797.0,988.0,694.0,06,075,033203,06075033203,2018,0.4292862786410324,0.26020542533579144
"Census Tract 332.04, San Francisco County, California",4806.0,1393.0,0.5184,62701.0,4806.0,1514.0,914.0,06,075,033204,06075033204,2018,0.289846025801082,0.3150228880565959
"Census Tract 426.01, San Francisco County, California",3824.0,1888.0,0.5211,84805.0,3824.0,563.0,793.0,06,075,042601,06075042601,2018,0.49372384937238495,0.14722803347280336
"Census Tract 426.02, San Francisco County, California",3022.0,1568.0,0.4573,128375.0,3022.0,165.0,652.0,06,075,042602,06075042602,2018,0.5188616810059563,0.05459960291197882
"Census Tract 478.01, San Francisco County, California",4521.0,1566.0,0.4783,108525.0,4472.0,371.0,947.0,06,075,047801,06075047801,2018,0.34638354346383543,0.08296064400715564
"Census Tract 478.02, San Francisco County, California",3783.0,1460.0,0.5152,91250.0,3783.0,308.0,829.0,06,075,047802,06075047802,2018,0.3859370869680148,0.08141686492201956
"Census Tract 611, San Francisco County, California",4692.0,174.0,0.6088,18990.0,4692.0,1765.0,574.0,06,075,061100,06075061100,2018,0.0370843989769821,0.37617220801364026
"Census Tract 612, San Francisco County, California",4293.0,406.0,0.5342,59866.0,4288.0,659.0,409.0,06,075,061200,06075061200,2018,0.09457255998136502,0.15368470149253732
"Census Tract 614, San Francisco County, California",5977.0,2507.0,0.5115,127813.0,5977.0,1080.0,739.0,06,075,061400,06075061400,2018,0.41944119123306006,0.18069265517818303
"Census Tract 178.02, San Francisco County, California",5782.0,1919.0,0.571,74005.0,5771.0,1509.0,1027.0,06,075,017802,06075017802,2018,0.3318920788654445,0.2614798128573904
"Census Tract 204.01, San Francisco County, California",3260.0,2276.0,0.4343,159412.0,3260.0,162.0,811.0,06,075,020401,06075020401,2018,0.698159509202454,0.04969325153374233
"Census Tract 204.02, San Francisco County, California",4675.0,2849.0,0.4541,112818.0,4675.0,222.0,1054.0,06,075,020402,06075020402,2018,0.6094117647058823,0.04748663101604278
"Census Tract 227.04, San Francisco County, California",3297.0,2326.0,0.4882,185345.0,3289.0,222.0,519.0,06,075,022704,06075022704,2018,0.7054898392478011,0.06749771967163272
"Census Tract 257.01, San Francisco County, California",5307.0,590.0,0.4029,98724.0,5282.0,457.0,803.0,06,075,025701,06075025701,2018,0.11117392123610326,0.08652025747822795
"Census Tract 257.02, San Francisco County, California",4427.0,345.0,0.4871,65875.0,4422.0,473.0,758.0,06,075,025702,06075025702,2018,0.07793087869889316,0.10696517412935323
"Census Tract 312.01, San Francisco County, California",7251.0,1355.0,0.395,83381.0,7209.0,585.0,1477.0,06,075,031201,06075031201,2018,0.18687077644462832,0.08114856429463171
"Census Tract 312.02, San Francisco County, California",3515.0,277.0,0.4273,79712.0,3482.0,463.0,819.0,06,075,031202,06075031202,2018,0.07880512091038407,0.13296955772544514
"Census Tract 313.01, San Francisco County, California",4510.0,910.0,0.3956,101116.0,4510.0,440.0,700.0,06,075,031301,06075031301,2018,0.2017738359201774,0.0975609756097561
"Census Tract 119.01, San Francisco County, California",2674.0,1494.0,0.4848,97109.0,2390.0,159.0,355.0,06,075,011901,06075011901,2018,0.5587135377711294,0.06652719665271967
"Census Tract 119.02, San Francisco County, California",2813.0,1518.0,0.4168,84167.0,2813.0,256.0,594.0,06,075,011902,06075011902,2018,0.5396373977959474,0.09100604337006754
"Census Tract 122.01, San Francisco County, California",4638.0,1648.0,0.4953,66563.0,4638.0,762.0,1019.0,06,075,012201,06075012201,2018,0.3553255713669685,0.16429495472186287
"Census Tract 122.02, San Francisco County, California",3525.0,1073.0,0.6221,35970.0,3525.0,1018.0,530.0,06,075,012202,06075012202,2018,0.30439716312056736,0.28879432624113477
"Census Tract 123.01, San Francisco County, California",2116.0,554.0,0.5336,23371.0,2116.0,654.0,429.0,06,075,012301,06075012301,2018,0.2618147448015123,0.30907372400756145
"Census Tract 264.04, San Francisco County, California",2843.0,131.0,0.5222,54805.0,2826.0,447.0,416.0,06,075,026404,06075026404,2018,0.04607808652831516,0.15817409766454352
"Census Tract 306, San Francisco County, California",2516.0,1301.0,0.4272,172500.0,2507.0,48.0,345.0,06,075,030600,06075030600,2018,0.5170906200317965,0.019146390107698443
"Census Tract 310, San Francisco County, California",3520.0,1670.0,0.4348,153456.0,3520.0,182.0,434.0,06,075,031000,06075031000,2018,0.4744318181818182,0.051704545454545454
"Census Tract 332.01, San Francisco County, California",4483.0,1342.0,0.4775,34706.0,1824.0,919.0,920.0,06,075,033201,06075033201,2018,0.2993531117555209,0.5038377192982456
"Census Tract 111, San Francisco County, California",4778.0,2574.0,0.473,105561.0,4767.0,527.0,1047.0,06,075,011100,06075011100,2018,0.5387191293428213,0.1105517096706524
"Census Tract 117, San Francisco County, California",1768.0,556.0,0.5741,63958.0,1714.0,260.0,273.0,06,075,011700,06075011700,2018,0.31447963800904977,0.1516919486581097
"Census Tract 165, San Francisco County, California",5487.0,3647.0,0.438,132750.0,5279.0,568.0,1233.0,06,075,016500,06075016500,2018,0.6646619281939129,0.10759613563174844
"Census Tract 307, San Francisco County, California",7022.0,3586.0,0.4548,146618.0,7022.0,127.0,748.0,06,075,030700,06075030700,2018,0.5106807177442324,0.018086015380233553
"Census Tract 351, San Francisco County, California",9053.0,2890.0,0.4715,121156.0,9033.0,750.0,1182.0,06,075,035100,06075035100,2018,0.3192311940793107,0.08302889405513118
"Census Tract 130, San Francisco County, California",4863.0,4074.0,0.4539,161397.0,4849.0,304.0,1179.0,06,075,013000,06075013000,2018,0.83775447254781,0.06269333883274902
"Census Tract 260.02, San Francisco County, California",3527.0,780.0,0.4574,100000.0,3206.0,193.0,793.0,06,075,026002,06075026002,2018,0.2211511199319535,0.06019962570180911
"Census Tract 264.02, San Francisco County, California",5164.0,432.0,0.41,82010.0,5096.0,604.0,771.0,06,075,026402,06075026402,2018,0.08365608055770721,0.1185243328100471
"Census Tract 303.01, San Francisco County, California",5663.0,2318.0,0.4846,141125.0,5607.0,490.0,900.0,06,075,030301,06075030301,2018,0.4093236800282536,0.08739076154806492
"Census Tract 308, San Francisco County, California",6584.0,3131.0,0.4349,152351.0,6543.0,91.0,1365.0,06,075,030800,06075030800,2018,0.475546780072904,0.013907993275255999
"Census Tract 254.02, San Francisco County, California",3284.0,1299.0,0.4237,129405.0,3284.0,269.0,449.0,06,075,025402,06075025402,2018,0.39555420219244825,0.08191230207064555
"Census Tract 262, San Francisco County, California",7583.0,490.0,0.3744,77928.0,7563.0,611.0,1416.0,06,075,026200,06075026200,2018,0.06461822497692206,0.08078804707126802
"Census Tract 216, San Francisco County, California",4345.0,2443.0,0.5039,143929.0,4345.0,303.0,1046.0,06,075,021600,06075021600,2018,0.5622554660529344,0.06973532796317607
"Census Tract 309, San Francisco County, California",7314.0,3125.0,0.438,171595.0,7291.0,580.0,812.0,06,075,030900,06075030900,2018,0.4272627837024884,0.07955013029762721
"Census Tract 479.01, San Francisco County, California",7597.0,2949.0,0.4336,99750.0,7578.0,592.0,990.0,06,075,047901,06075047901,2018,0.388179544557062,0.0781208762206387
"Census Tract 234, San Francisco County, California",3663.0,134.0,0.512,41724.0,3620.0,968.0,588.0,06,075,023400,06075023400,2018,0.036582036582036584,0.2674033149171271
"Census Tract 101.01, San Francisco County, California",2045.0,884.0,0.5081,73656.0,2045.0,248.0,407.0,06,075,010101,06075010101,2020,0.4322738386308069,0.12127139364303179
"Census Tract 101.02, San Francisco County, California",1920.0,521.0,0.5303,-666666666.0,1920.0,359.0,359.0,06,075,010102,06075010102,2020,0.2713541666666667,0.18697916666666667
"Census Tract 102.01, San Francisco County, California",2331.0,1914.0,0.5103,133482.0,2331.0,83.0,422.0,06,075,010201,06075010201,2020,0.8211068211068211,0.035607035607035604
"Census Tract 102.02, San Francisco County, California",1984.0,1488.0,0.5186,195291.0,1984.0,23.0,352.0,06,075,010202,06075010202,2020,0.75,0.011592741935483871
"Census Tract 103, San Francisco County, California",4282.0,2690.0,0.4525,133708.0,4282.0,225.0,720.0,06,075,010300,06075010300,2020,0.6282111163007941,0.05254553946753853
"Census Tract 104.01, San Francisco County, California",2305.0,1223.0,0.52,85972.0,2305.0,258.0,137.0,06,075,010401,06075010401,2020,0.53058568329718,0.11193058568329718
"Census Tract 104.02, San Francisco County, California",2238.0,1447.0,0.5458,134572.0,2238.0,164.0,301.0,06,075,010402,06075010402,2020,0.6465594280607685,0.07327971403038427
"Census Tract 105, San Francisco County, California",3151.0,1673.0,0.4692,150955.0,3151.0,437.0,331.0,06,075,010500,06075010500,2020,0.5309425579181213,0.1386861313868613
"Census Tract 106, San Francisco County, California",3426.0,1135.0,0.5568,65703.0,3426.0,508.0,534.0,06,075,010600,06075010600,2020,0.3312901342673672,0.14827787507297138
"Census Tract 107.01, San Francisco County, California",3800.0,109.0,0.5696,22257.0,3800.0,886.0,771.0,06,075,010701,06075010701,2020,0.028684210526315788,0.2331578947368421
"Census Tract 107.02, San Francisco County, California",1682.0,452.0,0.5772,69788.0,1682.0,168.0,262.0,06,075,010702,06075010702,2020,0.26872770511296074,0.09988109393579073
"Census Tract 108, San Francisco County, California",5013.0,2351.0,0.5185,127941.0,5013.0,374.0,774.0,06,075,010800,06075010800,2020,0.4689806503091961,0.07460602433672452
"Census Tract 109.01, San Francisco County, California",2130.0,1374.0,0.4619,160585.0,2130.0,138.0,501.0,06,075,010901,06075010901,2020,0.6450704225352113,0.0647887323943662
"Census Tract 109.02, San Francisco County, California",2448.0,1583.0,0.5013,146500.0,2448.0,210.0,381.0,06,075,010902,06075010902,2020,0.6466503267973857,0.0857843137254902
"Census Tract 110.01, San Francisco County, California",2796.0,1416.0,0.526,102536.0,2796.0,316.0,798.0,06,075,011001,06075011001,2020,0.5064377682403434,0.11301859799713877
"Census Tract 110.02, San Francisco County, California",2266.0,1182.0,0.46,124457.0,2266.0,206.0,455.0,06,075,011002,06075011002,2020,0.5216240070609003,0.09090909090909091
"Census Tract 111.01, San Francisco County, California",2728.0,1382.0,0.4417,115913.0,2728.0,99.0,761.0,06,075,011101,06075011101,2020,0.5065982404692082,0.036290322580645164
"Census Tract 111.02, San Francisco County, California",2141.0,921.0,0.4393,95441.0,2130.0,316.0,392.0,06,075,011102,06075011102,2020,0.4301728164409155,0.14835680751173708
"Census Tract 112, San Francisco County, California",3298.0,1944.0,0.4638,145000.0,3298.0,279.0,443.0,06,075,011200,06075011200,2020,0.5894481503941783,0.08459672528805337
"Census Tract 113, San Francisco County, California",2920.0,516.0,0.5984,36731.0,2879.0,660.0,290.0,06,075,011300,06075011300,2020,0.17671232876712328,0.22924626606460577
"Census Tract 117, San Francisco County, California",1727.0,640.0,0.5595,73854.0,1670.0,341.0,190.0,06,075,011700,06075011700,2020,0.3705848291835553,0.20419161676646708
"Census Tract 118, San Francisco County, California",1590.0,145.0,0.5034,37164.0,1590.0,372.0,246.0,06,075,011800,06075011800,2020,0.09119496855345911,0.2339622641509434
"Census Tract 119.01, San Francisco County, California",2390.0,1240.0,0.4877,113875.0,2100.0,170.0,279.0,06,075,011901,06075011901,2020,0.5188284518828452,0.08095238095238096
"Census Tract 119.02, San Francisco County, California",2957.0,1580.0,0.4267,82903.0,2957.0,141.0,385.0,06,075,011902,06075011902,2020,0.5343253297260737,0.047683462969225564
"Census Tract 120.01, San Francisco County, California",1938.0,876.0,0.4589,60056.0,1905.0,365.0,378.0,06,075,012001,06075012001,2020,0.4520123839009288,0.19160104986876642
"Census Tract 120.02, San Francisco County, California",2196.0,766.0,0.4408,74603.0,2196.0,377.0,301.0,06,075,012002,06075012002,2020,0.348816029143898,0.17167577413479052
"Census Tract 121, San Francisco County, California",3586.0,1718.0,0.4504,75316.0,3106.0,424.0,677.0,06,075,012100,06075012100,2020,0.47908533184606805,0.1365099806825499
"Census Tract 122.02, San Francisco County, California",2714.0,1014.0,0.6411,34537.0,2714.0,822.0,294.0,06,075,012202,06075012202,2020,0.37361827560795874,0.30287398673544585
"Census Tract 122.03, San Francisco County, California",1920.0,882.0,0.5701,-666666666.0,1827.0,873.0,234.0,06,075,012203,06075012203,2020,0.459375,0.47783251231527096
"Census Tract 122.04, San Francisco County, California",2639.0,1287.0,0.5213,56386.0,2639.0,301.0,478.0,06,075,012204,06075012204,2020,0.4876847290640394,0.11405835543766578
"Census Tract 123.01, San Francisco County, California",1973.0,613.0,0.5648,25833.0,1973.0,668.0,345.0,06,075,012301,06075012301,2020,0.31069437404967054,0.3385707045108971
"Census Tract 123.02, San Francisco County, California",2656.0,1263.0,0.4755,51845.0,2656.0,501.0,466.0,06,075,012302,06075012302,2020,0.4755271084337349,0.18862951807228914
"Census Tract 124.03, San Francisco County, California",2253.0,452.0,0.5533,21509.0,2253.0,674.0,264.0,06,075,012403,06075012403,2020,0.2006213936972925,0.2991566799822459
"Census Tract 124.04, San Francisco County, California",2443.0,751.0,0.4859,24685.0,2443.0,730.0,584.0,06,075,012404,06075012404,2020,0.3074089234547687,0.2988129349160868
"Census Tract 124.05, San Francisco County, California",3381.0,1169.0,0.4716,113975.0,3057.0,303.0,1002.0,06,075,012405,06075012405,2020,0.34575569358178054,0.09911678115799803
"Census Tract 303.01, San Francisco County, California",5649.0,2409.0,0.4747,154975.0,5594.0,282.0,784.0,06,075,030301,06075030301,2020,0.4264471587891662,0.05041115480872363
"Census Tract 303.02, San Francisco County, California",4079.0,1600.0,0.5036,153750.0,4079.0,375.0,580.0,06,075,030302,06075030302,2020,0.39225300318705564,0.09193429762196617
"Census Tract 304, San Francisco County, California",5403.0,2187.0,0.5132,121897.0,5392.0,179.0,546.0,06,075,030400,06075030400,2020,0.4047751249305941,0.0331973293768546
"Census Tract 305, San Francisco County, California",3570.0,1408.0,0.4874,145781.0,2586.0,328.0,162.0,06,075,030500,06075030500,2020,0.39439775910364144,0.1268368136117556
"Census Tract 306, San Francisco County, California",2537.0,1332.0,0.426,201833.0,2537.0,63.0,355.0,06,075,030600,06075030600,2020,0.5250295624753646,0.024832479306267245
"Census Tract 307, San Francisco County, California",6895.0,3531.0,0.4295,167352.0,6895.0,172.0,706.0,06,075,030700,06075030700,2020,0.5121102248005801,0.024945612762871647
"Census Tract 308, San Francisco County, California",6297.0,3930.0,0.4799,172628.0,6257.0,132.0,771.0,06,075,030800,06075030800,2020,0.6241067174845164,0.021096372063289116
"Census Tract 309, San Francisco County, California",6803.0,2740.0,0.48,183421.0,6777.0,245.0,815.0,06,075,030900,06075030900,2020,0.4027634866970454,0.036151689538143725
"Census Tract 310, San Francisco County, California",4020.0,1646.0,0.4333,165806.0,4020.0,242.0,484.0,06,075,031000,06075031000,2020,0.40945273631840795,0.06019900497512438
"Census Tract 311, San Francisco County, California",6530.0,2708.0,0.3977,165020.0,6530.0,24.0,1241.0,06,075,031100,06075031100,2020,0.41470137825421133,0.003675344563552833
"Census Tract 312.01, San Francisco County, California",7025.0,940.0,0.4198,85651.0,6992.0,513.0,1231.0,06,075,031201,06075031201,2020,0.13380782918149467,0.07336956521739131
"Census Tract 312.02, San Francisco County, California",3306.0,145.0,0.4336,108438.0,3283.0,252.0,517.0,06,075,031202,06075031202,2020,0.043859649122807015,0.0767590618336887
